Species,3001063025-DNA,3001351698-DNA,3001065168-DNA,3001090046-DNA,3001094393-DNA,3001439963-DNA,3001341779-DNA,3001045051-DNA,3001175224-DNA,3001201485-DNA,3001439971-DNA,3001056136-DNA,3001352787-DNA,3001421330-DNA,3000852208-DNA,3001212764-DNA,3001060896-DNA,3000891851-DNA,3001361919-DNA,3001379508-DNA,3001201470-DNA,3001206725-DNA,3000879733-DNA,3001172132-DNA,3001094401-DNA,3001221246-DNA,3001048322-DNA,3001056120-DNA,3001168533-DNA,3001425833-DNA,3001369378-DNA,3001335441-DNA,3001100999-DNA,3001428260-DNA,3001378122-DNA,3001326467-DNA,3001348320-DNA,3000847929-DNA,3001045042-DNA,3001344083-DNA,3001369346-DNA,3001097072-DNA,3000864467-DNA,3001048314-DNA,3001326483-DNA,3001448375-DNA,3001184969-DNA,3001102495-DNA,3001168525-DNA,3001226011-DNA,3001448383-DNA,3001071415-DNA,3000886263-DNA,3001045026-DNA,3001324280-DNA,3000874519-DNA,3000886283-DNA,3001046458-DNA,3000858874-DNA,3001378114-DNA,3001212756-DNA,3001101006-DNA,3000881401-DNA,3001344067-DNA,3001322441-DNA,3001177411-DNA,3001221282-DNA,3000879703-DNA,3001425865-DNA,3001195230-DNA,3001201505-DNA,3001332927-DNA,3001378130-DNA,3000867642-DNA,3000867627-DNA,3001328919-DNA,3001384576-DNA,3001065184-DNA,3001352807-DNA,3000874511-DNA,3001071364-DNA,3000867690-DNA,3001206694-DNA,3001180260-DNA,3001215694-DNA,3000883072-DNA,3001099250-DNA,3001185752-DNA,3001093757-DNA,3000885572-DNA,3001221254-DNA,3001347875-DNA,3001177351-DNA,3001336340-DNA,3001384560-DNA,3001198169-DNA,3001332911-DNA,3001357258-DNA,3000891783-DNA,3001348312-DNA,3001222465-DNA,3001368277-DNA,3001177343-DNA,3000863616-DNA,3001332903-DNA,3001384568-DNA,3001063041-DNA,3001093737-DNA,3001172786-DNA,3001322433-DNA,3001341755-DNA,3001361959-DNA,3001368269-DNA,3001359901-DNA,3001336332-DNA,3000891771-DNA,3000858123-DNA,3001195247-DNA,3001347857-DNA,3000829042-DNA,3001231145-DNA,3001361935-DNA,3000868694-DNA,3000858866-DNA,3001092258-DNA,3001370807-DNA,3000858883-DNA,3000879709-DNA,3001087062-DNA,3001076933-DNA,3001076976-DNA,3001090070-DNA,3001099234-DNA,3001370851-DNA,3001172810-DNA,3001175193-DNA,3001379528-DNA,3001206722-DNA,3001222449-DNA,3001324288-DNA,3001093745-DNA,3001097056-DNA,3000886299-DNA,3001323173-DNA,3001184953-DNA,3001060908-DNA,3001097048-DNA,3000858131-DNA,3001056128-DNA,3001427166-DNA,3001347849-DNA,3001175177-DNA,3001427154-DNA,3001101039-DNA,3001070226-DNA,3001379500-DNA,3001060880-DNA,3000874503-DNA,3001076925-DNA,3001092225-DNA,3001102451-DNA,3001053907-DNA,3001087070-DNA,3001222477-DNA,3001231137-DNA,3001427175-DNA,3000829049-DNA,3000852236-DNA,3001326503-DNA,3001344119-DNA,3001425825-DNA,3001102443-DNA,3001087078-DNA,3001328911-DNA,3001324264-DNA,3001231121-DNA,3000881385-DNA,3001180259-DNA,3000868702-DNA,3001368261-DNA,3001357226-DNA,3001341747-DNA,3001351708-DNA,3000883040-DNA,3001184945-DNA,3001226004-DNA,3001212748-DNA,3001225986-DNA,3000864431-DNA,3001046450-DNA,3001053940-DNA,3001323197-DNA,3001357238-DNA,3001352795-DNA,3001428244-DNA,3001071356-DNA,3000885580-DNA,3001370799-DNA,3001070218-DNA,3001185736-DNA,3000852216-DNA,3001421342-DNA,3001092238-DNA,3001439979-DNA,3001336356-DNA,3000847945-DNA,3001328927-DNA,3001335449-DNA,3001172778-DNA,3001180268-DNA,3001323185-DNA,3001168541-DNA,3001215725-DNA,3001053923-DNA,3001198225-DNA,3001198161-DNA,3000863600-DNA,3001063053-DNA,3001065176-DNA,3001090058-DNA,3001172140-DNA,3001428252-DNA,3000847949-DNA,3000864399-DNA,3001369354-DNA,3001048330-DNA,3000881421-DNA,3000885600-DNA,3001215710-DNA,3001335473-DNA,3001351690-DNA,3001099226-DNA,3001359941-DNA,3000883056-DNA,3001359894-DNA,3001172116-DNA,3001421314-DNA
Moraxella_lincolnii,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,2|1224|1236|2887326|468|475|90241,0,0,2|1224|1236|2887326|468|475|90241,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,2|1224|1236|2887326|468|475|90241,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,2|1224|1236|2887326|468|475|90241,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,2|1224|1236|2887326|468|475|90241,2|1224|1236|2887326|468|475|90241,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,2|1224|1236|2887326|468|475|90241,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,2|1224|1236|2887326|468|475|90241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|90241,2|1224|1236|2887326|468|475|90241,2|1224|1236|2887326|468|475|90241,0,0
Dolosigranulum_pigrum,0,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,0,2|1239|91061|186826|186828|29393|29394,0,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,0,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,0,2|1239|91061|186826|186828|29393|29394,0,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,0,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,2|1239|91061|186826|186828|29393|29394,0,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0,2|1239|91061|186826|186828|29393|29394,0,0,0,0,0
Moraxella_nonliquefaciens,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|478,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,0,0,0,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,0,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,0,0,0,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,0,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,0,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,0,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,0,2|1224|1236|2887326|468|475|478,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,0,0,0,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,0,0,0,0,2|1224|1236|2887326|468|475|478,0,0,0,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,0,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,2|1224|1236|2887326|468|475|478,2|1224|1236|2887326|468|475|478,0,0,0,0,0,2|1224|1236|2887326|468|475|478,0,0,0,0,2|1224|1236|2887326|468|475|478
Moraxella_catarrhalis,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,2|1224|1236|2887326|468|475|480,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,2|1224|1236|2887326|468|475|480,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,2|1224|1236|2887326|468|475|480,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,2|1224|1236|2887326|468|475|480,0,0,2|1224|1236|2887326|468|475|480,0,0,0,2|1224|1236|2887326|468|475|480,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,2|1224|1236|2887326|468|475|480,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,2|1224|1236|2887326|468|475|480,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|480,0,0,0,0
Streptococcus_pneumoniae,0,2|1239|91061|186826|1300|1301|1313,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,2|1239|91061|186826|1300|1301|1313,2|1239|91061|186826|1300|1301|1313,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,2|1239|91061|186826|1300|1301|1313,2|1239|91061|186826|1300|1301|1313,0,0,0,2|1239|91061|186826|1300|1301|1313,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,2|1239|91061|186826|1300|1301|1313,2|1239|91061|186826|1300|1301|1313,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,2|1239|91061|186826|1300|1301|1313,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,2|1239|91061|186826|1300|1301|1313,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,2|1239|91061|186826|1300|1301|1313,0,0,0,0,0,0
Cutibacterium_acnes,0,0,0,0,0,2|201174|1760|85009|31957|1912216|1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85009|31957|1912216|1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85009|31957|1912216|1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85009|31957|1912216|1747,2|201174|1760|85009|31957|1912216|1747,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85009|31957|1912216|1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85009|31957|1912216|1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_pseudodiphtheriticum,0,0,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,0,0,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,0,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,0,0,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,0,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,2|201174|1760|85007|1653|1716|37637,2|201174|1760|85007|1653|1716|37637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|37637,0,0,0,0
Corynebacterium_accolens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|38284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|201174|1760|85007|1653|1716|38284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus_influenzae,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,2|1224|1236|135625|712|724|727,2|1224|1236|135625|712|724|727,0,2|1224|1236|135625|712|724|727,0,0,0,2|1224|1236|135625|712|724|727,0,2|1224|1236|135625|712|724|727,2|1224|1236|135625|712|724|727,2|1224|1236|135625|712|724|727,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,2|1224|1236|135625|712|724|727,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,2|1224|1236|135625|712|724|727,0,0,2|1224|1236|135625|712|724|727,0,2|1224|1236|135625|712|724|727,2|1224|1236|135625|712|724|727,0,2|1224|1236|135625|712|724|727,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,2|1224|1236|135625|712|724|727,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,2|1224|1236|135625|712|724|727,0,0,0,2|1224|1236|135625|712|724|727,0,2|1224|1236|135625|712|724|727,0,0,0,0,0,0,0,0,0,0,0,0
Moraxella_lacunata,0,0,0,0,0,2|1224|1236|2887326|468|475|477,0,0,0,0,2|1224|1236|2887326|468|475|477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|1224|1236|2887326|468|475|477,0,0,0,0,0,0,0,0,0,0,0,0,0
